puzzle,solution,pretty_puzzle
603402005704035280000078030407051803508307169109800407002510608306780000845069301,683492715794135286251678934467951823528347169139826457972513648316784592845269371,"6   3 | 4   2 |     5
7   4 |   3 5 | 2 8  
      |   7 8 |   3  
- - - + - - - + - - -
4   7 |   5 1 | 8   3
5   8 | 3   7 | 1 6 9
1   9 | 8     | 4   7
- - - + - - - + - - -
    2 | 5 1   | 6   8
3   6 | 7 8   |      
8 4 5 |   6 9 | 3   1"
000000046840050070563090108908070200120849000000200859650900000284060091090024685,719382546842156973563497128938675214125849367476231859657918432284563791391724685,"      |       |   4 6
8 4   |   5   |   7  
5 6 3 |   9   | 1   8
- - - + - - - + - - -
9   8 |   7   | 2    
1 2   | 8 4 9 |      
      | 2     | 8 5 9
- - - + - - - + - - -
6 5   | 9     |      
2 8 4 |   6   |   9 1
  9   |   2 4 | 6 8 5"
900084051685720934012530087003010508020397416000258009851940702070060000069005140,937684251685721934412539687793416528528397416146258379851943762374162895269875143,"9     |   8 4 |   5 1
6 8 5 | 7 2   | 9 3 4
  1 2 | 5 3   |   8 7
- - - + - - - + - - -
    3 |   1   | 5   8
  2   | 3 9 7 | 4 1 6
      | 2 5 8 |     9
- - - + - - - + - - -
8 5 1 | 9 4   | 7   2
  7   |   6   |      
  6 9 |     5 | 1 4  "
003018270100640500607200008700009001004062039930081020358124000469875010071090480,543918276182647593697253148726439851814562739935781624358124967469875312271396485,"    3 |   1 8 | 2 7  
1     | 6 4   | 5    
6   7 | 2     |     8
- - - + - - - + - - -
7     |     9 |     1
    4 |   6 2 |   3 9
9 3   |   8 1 |   2  
- - - + - - - + - - -
3 5 8 | 1 2 4 |      
4 6 9 | 8 7 5 |   1  
  7 1 |   9   | 4 8  "
086030000500000621120005007260803579400010800390506102610704290970028016842961030,786132954539487621124695387261843579457219863398576142613754298975328416842961735,"  8 6 |   3   |      
5     |       | 6 2 1
1 2   |     5 |     7
- - - + - - - + - - -
2 6   | 8   3 | 5 7 9
4     |   1   | 8    
3 9   | 5   6 | 1   2
- - - + - - - + - - -
6 1   | 7   4 | 2 9  
9 7   |   2 8 |   1 6
8 4 2 | 9 6 1 |   3  "
530147960700500408000030700400620150005413829109085040091854000807002090000900300,538147962712596438964238715483629157675413829129785643391854276847362591256971384,"5 3   | 1 4 7 | 9 6  
7     | 5     | 4   8
      |   3   | 7    
- - - + - - - + - - -
4     | 6 2   | 1 5  
    5 | 4 1 3 | 8 2 9
1   9 |   8 5 |   4  
- - - + - - - + - - -
  9 1 | 8 5 4 |      
8   7 |     2 |   9  
      | 9     | 3    "
204008500678935102300420760920086450006003007530007000000070090400352001750609004,214768539678935142395421768927186453846593217531247986162874395489352671753619824,"2   4 |     8 | 5    
6 7 8 | 9 3 5 | 1   2
3     | 4 2   | 7 6  
- - - + - - - + - - -
9 2   |   8 6 | 4 5  
    6 |     3 |     7
5 3   |     7 |      
- - - + - - - + - - -
      |   7   |   9  
4     | 3 5 2 |     1
7 5   | 6   9 |     4"
002089005930056074856070093094007600060908001508000030003120750009705308070890400,742389165931256874856471293394517682267938541518642937683124759429765318175893426,"    2 |   8 9 |     5
9 3   |   5 6 |   7 4
8 5 6 |   7   |   9 3
- - - + - - - + - - -
  9 4 |     7 | 6    
  6   | 9   8 |     1
5   8 |       |   3  
- - - + - - - + - - -
    3 | 1 2   | 7 5  
    9 | 7   5 | 3   8
  7   | 8 9   | 4    "
408900521000057000659104000080306407090472005714580302041700236860230900902605710,478963521123857649659124873285316497396472185714589362541798236867231954932645718,"4   8 | 9     | 5 2 1
      |   5 7 |      
6 5 9 | 1   4 |      
- - - + - - - + - - -
  8   | 3   6 | 4   7
  9   | 4 7 2 |     5
7 1 4 | 5 8   | 3   2
- - - + - - - + - - -
  4 1 | 7     | 2 3 6
8 6   | 2 3   | 9    
9   2 | 6   5 | 7 1  "
605009732000375860003001009800150624056900100100400900507010090361500007000702016,615849732294375861783261459879153624456927183132486975527614398361598247948732516,"6   5 |     9 | 7 3 2
      | 3 7 5 | 8 6  
    3 |     1 |     9
- - - + - - - + - - -
8     | 1 5   | 6 2 4
  5 6 | 9     | 1    
1     | 4     | 9    
- - - + - - - + - - -
5   7 |   1   |   9  
3 6 1 | 5     |     7
      | 7   2 |   1 6"
873610254610705008405802070046000810200000543000184602700000005124578060300026081,873619254612745938495832176946253817281967543537184692768391425124578369359426781,"8 7 3 | 6 1   | 2 5 4
6 1   | 7   5 |     8
4   5 | 8   2 |   7  
- - - + - - - + - - -
  4 6 |       | 8 1  
2     |       | 5 4 3
      | 1 8 4 | 6   2
- - - + - - - + - - -
7     |       |     5
1 2 4 | 5 7 8 |   6  
3     |   2 6 |   8 1"
318000479095000003007490058730064085980375600060020031803000090159786042240030000,318652479495817263627493158732164985981375624564928731873241596159786342246539817,"3 1 8 |       | 4 7 9
  9 5 |       |     3
    7 | 4 9   |   5 8
- - - + - - - + - - -
7 3   |   6 4 |   8 5
9 8   | 3 7 5 | 6    
  6   |   2   |   3 1
- - - + - - - + - - -
8   3 |       |   9  
1 5 9 | 7 8 6 |   4 2
2 4   |   3   |      "
026007009081052070597643000648009005002100704005000930210400803803021400700090002,326817549481952376597643281648739125932185764175264938219476853863521497754398612,"  2 6 |     7 |     9
  8 1 |   5 2 |   7  
5 9 7 | 6 4 3 |      
- - - + - - - + - - -
6 4 8 |     9 |     5
    2 | 1     | 7   4
    5 |       | 9 3  
- - - + - - - + - - -
2 1   | 4     | 8   3
8   3 |   2 1 | 4    
7     |   9   |     2"
095760402140902060026034017408120000213007050069450300000370040004010078672840039,395761482147982563826534917458123796213697854769458321981376245534219678672845139,"  9 5 | 7 6   | 4   2
1 4   | 9   2 |   6  
  2 6 |   3 4 |   1 7
- - - + - - - + - - -
4   8 | 1 2   |      
2 1 3 |     7 |   5  
  6 9 | 4 5   | 3    
- - - + - - - + - - -
      | 3 7   |   4  
    4 |   1   |   7 8
6 7 2 | 8 4   |   3 9"
260000510305000847040050690400307009100000004593204081651470030804936005002500006,269748513315629847748153692486317259127895364593264781651472938874936125932581476,"2 6   |       | 5 1  
3   5 |       | 8 4 7
  4   |   5   | 6 9  
- - - + - - - + - - -
4     | 3   7 |     9
1     |       |     4
5 9 3 | 2   4 |   8 1
- - - + - - - + - - -
6 5 1 | 4 7   |   3  
8   4 | 9 3 6 |     5
    2 | 5     |     6"
006803100035419008198756200800007304010000507000231006301005490000090000970184030,746823159235419768198756243829567314613948527457231986381675492564392871972184635,"    6 | 8   3 | 1    
  3 5 | 4 1 9 |     8
1 9 8 | 7 5 6 | 2    
- - - + - - - + - - -
8     |     7 | 3   4
  1   |       | 5   7
      | 2 3 1 |     6
- - - + - - - + - - -
3   1 |     5 | 4 9  
      |   9   |      
9 7   | 1 8 4 |   3  "
705903624600070050902006738097438562000291070304650800278364195531080246060120380,785913624643872951912546738197438562856291473324657819278364195531789246469125387,"7   5 | 9   3 | 6 2 4
6     |   7   |   5  
9   2 |     6 | 7 3 8
- - - + - - - + - - -
  9 7 | 4 3 8 | 5 6 2
      | 2 9 1 |   7  
3   4 | 6 5   | 8    
- - - + - - - + - - -
2 7 8 | 3 6 4 | 1 9 5
5 3 1 |   8   | 2 4 6
  6   | 1 2   | 3 8  "
000530070040000900608010354164750290002003015590001000831275060900046182000089537,219534876345867921678912354164758293782493615593621748831275469957346182426189537,"      | 5 3   |   7  
  4   |       | 9    
6   8 |   1   | 3 5 4
- - - + - - - + - - -
1 6 4 | 7 5   | 2 9  
    2 |     3 |   1 5
5 9   |     1 |      
- - - + - - - + - - -
8 3 1 | 2 7 5 |   6  
9     |   4 6 | 1 8 2
      |   8 9 | 5 3 7"
500706934004020810013008560135000208200380706000000300406002009300009605900165023,582716934694523817713948562135697248249381756867254391456832179321479685978165423,"5     | 7   6 | 9 3 4
    4 |   2   | 8 1  
  1 3 |     8 | 5 6  
- - - + - - - + - - -
1 3 5 |       | 2   8
2     | 3 8   | 7   6
      |       | 3    
- - - + - - - + - - -
4   6 |     2 |     9
3     |     9 | 6   5
9     | 1 6 5 |   2 3"
015360470040100826200007015450000260030725008170600050600504781790800030581073600,815362479347159826269487315458931267936725148172648953623594781794816532581273694,"  1 5 | 3 6   | 4 7  
  4   | 1     | 8 2 6
2     |     7 |   1 5
- - - + - - - + - - -
4 5   |       | 2 6  
  3   | 7 2 5 |     8
1 7   | 6     |   5  
- - - + - - - + - - -
6     | 5   4 | 7 8 1
7 9   | 8     |   3  
5 8 1 |   7 3 | 6    "
602073100000049000900010406500780960769000381201090574007102040496057003000930050,642573198813649725975218436534781962769425381281396574357162849496857213128934657,"6   2 |   7 3 | 1    
      |   4 9 |      
9     |   1   | 4   6
- - - + - - - + - - -
5     | 7 8   | 9 6  
7 6 9 |       | 3 8 1
2   1 |   9   | 5 7 4
- - - + - - - + - - -
    7 | 1   2 |   4  
4 9 6 |   5 7 |     3
      | 9 3   |   5  "
650900001347000590091005840903468005004503009000792100000046013160009057000107068,658924371347681592291375846913468725724513689586792134875246913162839457439157268,"6 5   | 9     |     1
3 4 7 |       | 5 9  
  9 1 |     5 | 8 4  
- - - + - - - + - - -
9   3 | 4 6 8 |     5
    4 | 5   3 |     9
      | 7 9 2 | 1    
- - - + - - - + - - -
      |   4 6 |   1 3
1 6   |     9 |   5 7
      | 1   7 |   6 8"
802007605700926308030501000198705046365294871007018903080002034200873569673000082,812347695754926318936581427198735246365294871427618953589162734241873569673459182,"8   2 |     7 | 6   5
7     | 9 2 6 | 3   8
  3   | 5   1 |      
- - - + - - - + - - -
1 9 8 | 7   5 |   4 6
3 6 5 | 2 9 4 | 8 7 1
    7 |   1 8 | 9   3
- - - + - - - + - - -
  8   |     2 |   3 4
2     | 8 7 3 | 5 6 9
6 7 3 |       |   8 2"
860700000374125000905380714009438002048007003050912608007200900482691057506800400,861749235374125869925386714619438572248567193753912648137254986482691357596873421,"8 6   | 7     |      
3 7 4 | 1 2 5 |      
9   5 | 3 8   | 7 1 4
- - - + - - - + - - -
    9 | 4 3 8 |     2
  4 8 |     7 |     3
  5   | 9 1 2 | 6   8
- - - + - - - + - - -
    7 | 2     | 9    
4 8 2 | 6 9 1 |   5 7
5   6 | 8     | 4    "
010450239245793816690128050369080174584001062170030085901047023406310798807269001,718456239245793816693128457369582174584971362172634985951847623426315798837269541,"  1   | 4 5   | 2 3 9
2 4 5 | 7 9 3 | 8 1 6
6 9   | 1 2 8 |   5  
- - - + - - - + - - -
3 6 9 |   8   | 1 7 4
5 8 4 |     1 |   6 2
1 7   |   3   |   8 5
- - - + - - - + - - -
9   1 |   4 7 |   2 3
4   6 | 3 1   | 7 9 8
8   7 | 2 6 9 |     1"
007052001920701543006304700209570008051040000000000320760829154085617209100005607,347952861928761543516384792239576418851243976674198325763829154485617239192435687,"    7 |   5 2 |     1
9 2   | 7   1 | 5 4 3
    6 | 3   4 | 7    
- - - + - - - + - - -
2   9 | 5 7   |     8
  5 1 |   4   |      
      |       | 3 2  
- - - + - - - + - - -
7 6   | 8 2 9 | 1 5 4
  8 5 | 6 1 7 | 2   9
1     |     5 | 6   7"
030517986908200000007060030709830651040051029600009308090180070000300004201400863,432517986968243517157968432729834651843651729615729348394186275586372194271495863,"  3   | 5 1 7 | 9 8 6
9   8 | 2     |      
    7 |   6   |   3  
- - - + - - - + - - -
7   9 | 8 3   | 6 5 1
  4   |   5 1 |   2 9
6     |     9 | 3   8
- - - + - - - + - - -
  9   | 1 8   |   7  
      | 3     |     4
2   1 | 4     | 8 6 3"
263087001754209380098563000017342060000708145000100207041025073632004018875030400,263487951754219386198563724517342869326798145489156237941825673632974518875631492,"2 6 3 |   8 7 |     1
7 5 4 | 2   9 | 3 8  
  9 8 | 5 6 3 |      
- - - + - - - + - - -
  1 7 | 3 4 2 |   6  
      | 7   8 | 1 4 5
      | 1     | 2   7
- - - + - - - + - - -
  4 1 |   2 5 |   7 3
6 3 2 |     4 |   1 8
8 7 5 |   3   | 4    "
498300001123005640007180002800093420004508716050041300040800190000019200300200804,498362571123975648567184932871693425934528716652741389245836197786419253319257864,"4 9 8 | 3     |     1
1 2 3 |     5 | 6 4  
    7 | 1 8   |     2
- - - + - - - + - - -
8     |   9 3 | 4 2  
    4 | 5   8 | 7 1 6
  5   |   4 1 | 3    
- - - + - - - + - - -
  4   | 8     | 1 9  
      |   1 9 | 2    
3     | 2     | 8   4"
902700100000412070000000086600103007017056390305890610090620500008300460163580029,932768145586412973471935286629143857817256394345897612794621538258379461163584729,"9   2 | 7     | 1    
      | 4 1 2 |   7  
      |       |   8 6
- - - + - - - + - - -
6     | 1   3 |     7
  1 7 |   5 6 | 3 9  
3   5 | 8 9   | 6 1  
- - - + - - - + - - -
  9   | 6 2   | 5    
    8 | 3     | 4 6  
1 6 3 | 5 8   |   2 9"
070500063263004087518603040720006054940001000805040021002000005350060412080320000,479582163263194587518673249721836954946251378835749621692417835357968412184325796,"  7   | 5     |   6 3
2 6 3 |     4 |   8 7
5 1 8 | 6   3 |   4  
- - - + - - - + - - -
7 2   |     6 |   5 4
9 4   |     1 |      
8   5 |   4   |   2 1
- - - + - - - + - - -
    2 |       |     5
3 5   |   6   | 4 1 2
  8   | 3 2   |      "
462103789817060000093780046741006008305814007609275400170698032038007961006020874,462153789817469325593782146741936258325814697689275413174698532238547961956321874,"4 6 2 | 1   3 | 7 8 9
8 1 7 |   6   |      
  9 3 | 7 8   |   4 6
- - - + - - - + - - -
7 4 1 |     6 |     8
3   5 | 8 1 4 |     7
6   9 | 2 7 5 | 4    
- - - + - - - + - - -
1 7   | 6 9 8 |   3 2
  3 8 |     7 | 9 6 1
    6 |   2   | 8 7 4"
480000692300092400905080001069410027150009368270865000040020153501340006632000800,487531692316792485925684731869413527154279368273865914748926153591348276632157849,"4 8   |       | 6 9 2
3     |   9 2 | 4    
9   5 |   8   |     1
- - - + - - - + - - -
  6 9 | 4 1   |   2 7
1 5   |     9 | 3 6 8
2 7   | 8 6 5 |      
- - - + - - - + - - -
  4   |   2   | 1 5 3
5   1 | 3 4   |     6
6 3 2 |       | 8    "
600001040010700309240369000031057806500090174002810900024100600068945230359602481,693581742815724369247369518931457826586293174472816953724138695168945237359672481,"6     |     1 |   4  
  1   | 7     | 3   9
2 4   | 3 6 9 |      
- - - + - - - + - - -
  3 1 |   5 7 | 8   6
5     |   9   | 1 7 4
    2 | 8 1   | 9    
- - - + - - - + - - -
  2 4 | 1     | 6    
  6 8 | 9 4 5 | 2 3  
3 5 9 | 6   2 | 4 8 1"
020086593006902084908753002069537040057009326004000075403000007690075400870320069,721486593536912784948753612269537841157849326384261975413698257692175438875324169,"  2   |   8 6 | 5 9 3
    6 | 9   2 |   8 4
9   8 | 7 5 3 |     2
- - - + - - - + - - -
  6 9 | 5 3 7 |   4  
  5 7 |     9 | 3 2 6
    4 |       |   7 5
- - - + - - - + - - -
4   3 |       |     7
6 9   |   7 5 | 4    
8 7   | 3 2   |   6 9"
724563090600000023009102047190000000306215089802070305903001200057900030201056074,724563891618497523539182647195834762376215489842679315963741258457928136281356974,"7 2 4 | 5 6 3 |   9  
6     |       |   2 3
    9 | 1   2 |   4 7
- - - + - - - + - - -
1 9   |       |      
3   6 | 2 1 5 |   8 9
8   2 |   7   | 3   5
- - - + - - - + - - -
9   3 |     1 | 2    
  5 7 | 9     |   3  
2   1 |   5 6 |   7 4"
104003206782100053003928741070081400300095160041267030000800002809032010230000805,194573286782146953563928741675381429328495167941267538416859372859732614237614895,"1   4 |     3 | 2   6
7 8 2 | 1     |   5 3
    3 | 9 2 8 | 7 4 1
- - - + - - - + - - -
  7   |   8 1 | 4    
3     |   9 5 | 1 6  
  4 1 | 2 6 7 |   3  
- - - + - - - + - - -
      | 8     |     2
8   9 |   3 2 |   1  
2 3   |       | 8   5"
269530700015060439483090005948015070001740506070009140650900003102086907890000000,269534781715862439483197265948615372321748596576329148654971823132486957897253614,"2 6 9 | 5 3   | 7    
  1 5 |   6   | 4 3 9
4 8 3 |   9   |     5
- - - + - - - + - - -
9 4 8 |   1 5 |   7  
    1 | 7 4   | 5   6
  7   |     9 | 1 4  
- - - + - - - + - - -
6 5   | 9     |     3
1   2 |   8 6 | 9   7
8 9   |       |      "
815027000704536180306010002502190060000700030003002791658009310901305820237040006,815927643724536189396418572572193468169784235483652791658279314941365827237841956,"8 1 5 |   2 7 |      
7   4 | 5 3 6 | 1 8  
3   6 |   1   |     2
- - - + - - - + - - -
5   2 | 1 9   |   6  
      | 7     |   3  
    3 |     2 | 7 9 1
- - - + - - - + - - -
6 5 8 |     9 | 3 1  
9   1 | 3   5 | 8 2  
2 3 7 |   4   |     6"
201708000070914008380052070720365941063001007010427806857140602000500700049070083,291738465576914328384652179728365941463891257915427836857143692632589714149276583,"2   1 | 7   8 |      
  7   | 9 1 4 |     8
3 8   |   5 2 |   7  
- - - + - - - + - - -
7 2   | 3 6 5 | 9 4 1
  6 3 |     1 |     7
  1   | 4 2 7 | 8   6
- - - + - - - + - - -
8 5 7 | 1 4   | 6   2
      | 5     | 7    
  4 9 |   7   |   8 3"
508093200420180705000405300300047009000819504050000170007631950139250067265070810,518793246423186795796425381381547629672819534954362178847631952139258467265974813,"5   8 |   9 3 | 2    
4 2   | 1 8   | 7   5
      | 4   5 | 3    
- - - + - - - + - - -
3     |   4 7 |     9
      | 8 1 9 | 5   4
  5   |       | 1 7  
- - - + - - - + - - -
    7 | 6 3 1 | 9 5  
1 3 9 | 2 5   |   6 7
2 6 5 |   7   | 8 1  "
806102097403060200007850140028010760000280000501376809000000900734590002005620413,856142397413769258297853146328915764679284531541376829162438975734591682985627413,"8   6 | 1   2 |   9 7
4   3 |   6   | 2    
    7 | 8 5   | 1 4  
- - - + - - - + - - -
  2 8 |   1   | 7 6  
      | 2 8   |      
5   1 | 3 7 6 | 8   9
- - - + - - - + - - -
      |       | 9    
7 3 4 | 5 9   |     2
    5 | 6 2   | 4 1 3"
602005000004000700539007042290070060308206000407589200906308010721004083043751620,672415398184932756539867142295173864318246975467589231956328417721694583843751629,"6   2 |     5 |      
    4 |       | 7    
5 3 9 |     7 |   4 2
- - - + - - - + - - -
2 9   |   7   |   6  
3   8 | 2   6 |      
4   7 | 5 8 9 | 2    
- - - + - - - + - - -
9   6 | 3   8 |   1  
7 2 1 |     4 |   8 3
  4 3 | 7 5 1 | 6 2  "
518000320043210687020980154800624713406001002102500046705102030000350071381479000,518746329943215687627983154859624713476831592132597846795162438264358971381479265,"5 1 8 |       | 3 2  
  4 3 | 2 1   | 6 8 7
  2   | 9 8   | 1 5 4
- - - + - - - + - - -
8     | 6 2 4 | 7 1 3
4   6 |     1 |     2
1   2 | 5     |   4 6
- - - + - - - + - - -
7   5 | 1   2 |   3  
      | 3 5   |   7 1
3 8 1 | 4 7 9 |      "
189327500600400890040060200061080359830050027705036180428673000000198460000542700,189327546672415893543869271261784359834951627795236184428673915357198462916542738,"1 8 9 | 3 2 7 | 5    
6     | 4     | 8 9  
  4   |   6   | 2    
- - - + - - - + - - -
  6 1 |   8   | 3 5 9
8 3   |   5   |   2 7
7   5 |   3 6 | 1 8  
- - - + - - - + - - -
4 2 8 | 6 7 3 |      
      | 1 9 8 | 4 6  
      | 5 4 2 | 7    "
003604007000900342270531890040103089029475600360200700032819065605340078008700903,983624517156987342274531896547163289829475631361298754732819465695342178418756923,"    3 | 6   4 |     7
      | 9     | 3 4 2
2 7   | 5 3 1 | 8 9  
- - - + - - - + - - -
  4   | 1   3 |   8 9
  2 9 | 4 7 5 | 6    
3 6   | 2     | 7    
- - - + - - - + - - -
  3 2 | 8 1 9 |   6 5
6   5 | 3 4   |   7 8
    8 | 7     | 9   3"
359008001000951003001320690007080009243509706986703510700030064630100050020005907,359678421462951873871324695517286349243519786986743512795832164634197258128465937,"3 5 9 |     8 |     1
      | 9 5 1 |     3
    1 | 3 2   | 6 9  
- - - + - - - + - - -
    7 |   8   |     9
2 4 3 | 5   9 | 7   6
9 8 6 | 7   3 | 5 1  
- - - + - - - + - - -
7     |   3   |   6 4
6 3   | 1     |   5  
  2   |     5 | 9   7"
705000600629000030301020070467085920510209046093760805070693150906000080134578209,785341692629857431341926578467185923518239746293764815872693154956412387134578269,"7   5 |       | 6    
6 2 9 |       |   3  
3   1 |   2   |   7  
- - - + - - - + - - -
4 6 7 |   8 5 | 9 2  
5 1   | 2   9 |   4 6
  9 3 | 7 6   | 8   5
- - - + - - - + - - -
  7   | 6 9 3 | 1 5  
9   6 |       |   8  
1 3 4 | 5 7 8 | 2   9"
043528060000004080580160409751209806006485712800706903215873004409651328630902571,943528167167394285582167439751239846396485712824716953215873694479651328638942571,"  4 3 | 5 2 8 |   6  
      |     4 |   8  
5 8   | 1 6   | 4   9
- - - + - - - + - - -
7 5 1 | 2   9 | 8   6
    6 | 4 8 5 | 7 1 2
8     | 7   6 | 9   3
- - - + - - - + - - -
2 1 5 | 8 7 3 |     4
4   9 | 6 5 1 | 3 2 8
6 3   | 9   2 | 5 7 1"
500102000002073001000085429004008267005420003209361084300000600057016342026000100,598142736462973851713685429134598267685427913279361584341259678957816342826734195,"5     | 1   2 |      
    2 |   7 3 |     1
      |   8 5 | 4 2 9
- - - + - - - + - - -
    4 |     8 | 2 6 7
    5 | 4 2   |     3
2   9 | 3 6 1 |   8 4
- - - + - - - + - - -
3     |       | 6    
  5 7 |   1 6 | 3 4 2
  2 6 |       | 1    "
020057619070000542060420087000382050002069038830014720700040003403075060201090075,324857619178936542965421387617382954542769138839514726756148293493275861281693475,"  2   |   5 7 | 6 1 9
  7   |       | 5 4 2
  6   | 4 2   |   8 7
- - - + - - - + - - -
      | 3 8 2 |   5  
    2 |   6 9 |   3 8
8 3   |   1 4 | 7 2  
- - - + - - - + - - -
7     |   4   |     3
4   3 |   7 5 |   6  
2   1 |   9   |   7 5"
009030050003910064000670139316080905507320400428590700704060300631240000082700601,169834257273915864845672139316487925597321486428596713754168392631249578982753641,"    9 |   3   |   5  
    3 | 9 1   |   6 4
      | 6 7   | 1 3 9
- - - + - - - + - - -
3 1 6 |   8   | 9   5
5   7 | 3 2   | 4    
4 2 8 | 5 9   | 7    
- - - + - - - + - - -
7   4 |   6   | 3    
6 3 1 | 2 4   |      
  8 2 | 7     | 6   1"
704190203108320500360485719400700962020010350086200400209060000801040020635000190,754196283198327546362485719413758962927614358586239471249561837871943625635872194,"7   4 | 1 9   | 2   3
1   8 | 3 2   | 5    
3 6   | 4 8 5 | 7 1 9
- - - + - - - + - - -
4     | 7     | 9 6 2
  2   |   1   | 3 5  
  8 6 | 2     | 4    
- - - + - - - + - - -
2   9 |   6   |      
8   1 |   4   |   2  
6 3 5 |       | 1 9  "
085032607601789052703460908096270000200050760007000200370518000408600020000324070,985132647641789352723465918896271534214853769537946281372518496458697123169324875,"  8 5 |   3 2 | 6   7
6   1 | 7 8 9 |   5 2
7   3 | 4 6   | 9   8
- - - + - - - + - - -
  9 6 | 2 7   |      
2     |   5   | 7 6  
    7 |       | 2    
- - - + - - - + - - -
3 7   | 5 1 8 |      
4   8 | 6     |   2  
      | 3 2 4 |   7  "
005400008107600543084000000453009712076025080802040000508006400039000821041090635,265437198197682543384951267453869712976125384812743956528316479639574821741298635,"    5 | 4     |     8
1   7 | 6     | 5 4 3
  8 4 |       |      
- - - + - - - + - - -
4 5 3 |     9 | 7 1 2
  7 6 |   2 5 |   8  
8   2 |   4   |      
- - - + - - - + - - -
5   8 |     6 | 4    
  3 9 |       | 8 2 1
  4 1 |   9   | 6 3 5"
098072105162000703050106200300519602901060030045720000014637009006090401209000300,498372165162954783753186294387519642921468537645723918514637829836295471279841356,"  9 8 |   7 2 | 1   5
1 6 2 |       | 7   3
  5   | 1   6 | 2    
- - - + - - - + - - -
3     | 5 1 9 | 6   2
9   1 |   6   |   3  
  4 5 | 7 2   |      
- - - + - - - + - - -
  1 4 | 6 3 7 |     9
    6 |   9   | 4   1
2   9 |       | 3    "
380040059000080710021300080894230105702094038106570020040013802678400000203060500,387641259465982713921357486894236175752194638136578924549713862678425391213869547,"3 8   |   4   |   5 9
      |   8   | 7 1  
  2 1 | 3     |   8  
- - - + - - - + - - -
8 9 4 | 2 3   | 1   5
7   2 |   9 4 |   3 8
1   6 | 5 7   |   2  
- - - + - - - + - - -
  4   |   1 3 | 8   2
6 7 8 | 4     |      
2   3 |   6   | 5    "
950300704000170900300004082000021357001035020503009000109400278278010540400007193,952368714846172935317594682694821357781635429523749861139456278278913546465287193,"9 5   | 3     | 7   4
      | 1 7   | 9    
3     |     4 |   8 2
- - - + - - - + - - -
      |   2 1 | 3 5 7
    1 |   3 5 |   2  
5   3 |     9 |      
- - - + - - - + - - -
1   9 | 4     | 2 7 8
2 7 8 |   1   | 5 4  
4     |     7 | 1 9 3"
306084205050000040001200003048070002030060409009342050600805004804700031025413986,376184295952637148481259673548971362237568419169342857613895724894726531725413986,"3   6 |   8 4 | 2   5
  5   |       |   4  
    1 | 2     |     3
- - - + - - - + - - -
  4 8 |   7   |     2
  3   |   6   | 4   9
    9 | 3 4 2 |   5  
- - - + - - - + - - -
6     | 8   5 |     4
8   4 | 7     |   3 1
  2 5 | 4 1 3 | 9 8 6"
167980245920000308508400000000850623350100704002000109000519070095678000870230596,167983245924765318538421967419857623356192784782346159643519872295678431871234596,"1 6 7 | 9 8   | 2 4 5
9 2   |       | 3   8
5   8 | 4     |      
- - - + - - - + - - -
      | 8 5   | 6 2 3
3 5   | 1     | 7   4
    2 |       | 1   9
- - - + - - - + - - -
      | 5 1 9 |   7  
  9 5 | 6 7 8 |      
8 7   | 2 3   | 5 9 6"
470260591536091480001050376742500068009870240085002000053620904020984600064005007,478263591536791482291458376742539168319876245685142739853627914127984653964315827,"4 7   | 2 6   | 5 9 1
5 3 6 |   9 1 | 4 8  
    1 |   5   | 3 7 6
- - - + - - - + - - -
7 4 2 | 5     |   6 8
    9 | 8 7   | 2 4  
  8 5 |     2 |      
- - - + - - - + - - -
  5 3 | 6 2   | 9   4
  2   | 9 8 4 | 6    
  6 4 |     5 |     7"
086701345059264008000038006948000012130800590062049830610052703820017450090480261,286791345359264178471538926948375612137826594562149837614952783823617459795483261,"  8 6 | 7   1 | 3 4 5
  5 9 | 2 6 4 |     8
      |   3 8 |     6
- - - + - - - + - - -
9 4 8 |       |   1 2
1 3   | 8     | 5 9  
  6 2 |   4 9 | 8 3  
- - - + - - - + - - -
6 1   |   5 2 | 7   3
8 2   |   1 7 | 4 5  
  9   | 4 8   | 2 6 1"
073216080804079100900380002082907641407130850050608000005000000038720000700805320,573216984824579163916384572382957641467132859159648237295463718638721495741895326,"  7 3 | 2 1 6 |   8  
8   4 |   7 9 | 1    
9     | 3 8   |     2
- - - + - - - + - - -
  8 2 | 9   7 | 6 4 1
4   7 | 1 3   | 8 5  
  5   | 6   8 |      
- - - + - - - + - - -
    5 |       |      
  3 8 | 7 2   |      
7     | 8   5 | 3 2  "
638520700429167030075008000813600070540070002090003640900036050067410800350709200,638524719429167538175398426813642975546971382792853641984236157267415893351789264,"6 3 8 | 5 2   | 7    
4 2 9 | 1 6 7 |   3  
  7 5 |     8 |      
- - - + - - - + - - -
8 1 3 | 6     |   7  
5 4   |   7   |     2
  9   |     3 | 6 4  
- - - + - - - + - - -
9     |   3 6 |   5  
  6 7 | 4 1   | 8    
3 5   | 7   9 | 2    "
084293000500810043000504600300428075800731200702965004000107409000009308900002007,684293751527816943139574682396428175845731296712965834253187469471659328968342517,"  8 4 | 2 9 3 |      
5     | 8 1   |   4 3
      | 5   4 | 6    
- - - + - - - + - - -
3     | 4 2 8 |   7 5
8     | 7 3 1 | 2    
7   2 | 9 6 5 |     4
- - - + - - - + - - -
      | 1   7 | 4   9
      |     9 | 3   8
9     |     2 |     7"
